DEPT,LITHOLOGY_GEOLINK,CALI,DRHO,SGR,NPHI,RHOB,PEF,GR,DTC,DTE,RDEP,SP,RSHA,RMED
3502.237793,12.0,,,,,2.6837813854,,40.249248505,85.882759094,83.237594604,2.9769871235,47.7172966,,3.0737001896
3502.3903809,12.0,,,,,2.6696307659,,39.773700714,87.988960266,85.193733215,2.9687120914,47.506515503,,2.8870353699
3502.5427246,12.0,,,,,2.6641964912,,37.50365448,88.878707886,85.959655762,2.8787932396,49.055999756,,2.8981313705
3502.6950684,12.0,,,,,2.6647109985,,39.781600952,88.750648499,85.88659668,2.7499182224,47.805690765,,2.9802851677
3502.8474121,12.0,,,,,2.6679522991,,40.153694153,88.194953918,85.421272278,2.6989374161,45.845802307,,3.1579759121
3503.0,12.0,,,,,2.6680276394,,38.705600739,87.867835999,85.407234192,2.6598432064,46.707065582,,3.1427183151
3503.1523438,12.0,,,,,2.6673367023,,34.530849457,88.367851257,85.508979797,2.61095047,44.444122314,,3.0549311638
3503.3046875,12.0,,,,,2.6673541069,,34.434993744,88.162101746,85.505302429,2.579903841,48.866588593,,3.0119841099
3503.4570313,12.0,,,,,2.668170929,,32.567306519,88.237060547,85.385864258,2.5198557377,46.556190491,,3.0020194054
3503.609375,12.0,,,,,2.6713292599,,35.249198914,87.738594055,84.947433472,2.4299647808,44.759418488,,3.0137674809
3503.7619629,12.0,,,,,2.6671791077,,34.750801086,88.313392639,85.547447205,2.408339262,48.000053406,,2.8677742481
3503.9143066,12.0,,,,,2.6549031734,,34.99974823,90.191902161,87.319221497,2.5140929222,48.214248657,,2.48559618
3504.0666504,12.0,,,,,2.6469979286,,34.841445923,91.351448059,88.479270935,2.5720193386,47.439804077,,2.2342419624
3504.2189941,12.0,,,,,2.6466021538,,33.254608154,91.323150635,88.536209106,2.5839776993,48.304489136,,2.3861794472
3504.371582,12.0,,,,,2.6541609764,,36.1291008,90.001831055,87.428398132,2.5698430538,45.973705292,,3.122756958
3504.5239258,12.0,,,,,2.6667280197,,37.408802032,88.227340698,85.609413147,2.521081686,47.147953033,,3.6697404385
3504.6762695,12.0,,,,,2.6731162071,,39.15870285,87.628852844,84.687660217,2.5722196102,45.679187775,,3.5074887276
3504.8286133,12.0,,,,,2.6697833538,,40.842247009,88.052246094,85.164390564,2.7091059685,43.263023376,,3.1886937618
3504.9812012,12.0,,,,,2.6647150517,,39.755298615,88.529327393,85.885223389,2.7750000954,47.623401642,,2.9976990223
3505.1335449,12.0,,,,,2.6625959873,,41.405948639,89.033607483,86.189544678,2.7749471664,47.501308441,,2.9039247036
3505.2858887,12.0,,,,,2.6613745689,,41.375099182,89.042510986,86.358535767,2.7419569492,48.925079346,,2.8569664955
3505.4382324,12.0,,,,,2.6615624428,,41.435596466,88.935470581,86.329223633,2.7149245739,45.214794159,,2.8361377716
3505.5905762,12.0,,,,,2.6627790928,,39.937698364,88.877555847,86.159545898,2.6679904461,44.22631073,,2.9221088886
3505.7431641,12.0,,,,,2.6647222042,,39.75169754,88.977203369,85.881263733,2.6620767117,46.814552307,,2.9900767803
3505.8955078,12.0,,,,,2.6647372246,,40.283203125,88.750648499,85.881652832,2.6860594749,47.335948944,,3.0140111446
3506.0478516,12.0,,,,,2.6629042625,,41.653644562,88.748336792,86.142700195,2.7230465412,45.887023926,,3.0210416317
3506.2001953,12.0,,,,,2.6627082825,,40.185394287,88.954879761,86.172264099,2.7520258427,49.921173096,,3.0470063686
3506.3527832,12.0,,,,,2.6624910831,,38.560096741,89.00969696,86.204216003,2.7680542469,45.000804901,,3.0509872437
3506.505127,12.0,,,,,2.6627085209,,37.655296326,88.565795898,86.170333862,2.785025835,45.377750397,,3.0469615459
3506.6574707,12.0,,,,,2.6620290279,,37.217597961,89.246711731,86.264778137,2.8010129929,46.157604218,,3.0229535103
3506.8098145,12.0,,,,,2.6601042747,,36.339344025,89.229911804,86.542121887,2.8089871407,46.970302582,,2.993983984
3506.9624023,12.0,,,,,2.6596000195,,33.434398651,89.485557556,86.619018555,2.8009169102,47.686401367,,2.9841823578
3507.1147461,12.0,,,,,2.6596000195,,32.312797546,89.509963989,86.622825623,2.7749536037,47.563854218,,3.0411713123
3507.2670898,12.0,,,,,2.6572093964,,32.190452576,89.59942627,86.97240448,2.7459471226,48.705078125,,3.1481473446
3507.4194336,12.0,,,,,2.6518750191,,33.722358704,90.627929688,87.758087158,2.7129280567,44.68870163,,3.2399311066
3507.5717773,12.0,,,,,2.6419436932,,35.817005157,92.100418091,89.243415833,2.6679534912,45.228115082,,3.1967403889
3507.7243652,12.0,,,,,2.6323709488,,38.312999725,93.489120483,90.698616028,2.6388688087,48.360198975,,3.0344369411
3507.876709,12.0,,,,,2.6246702671,,38.317455292,94.650993347,91.881599426,2.5979375839,45.509117126,,2.8588252068
3508.0290527,12.0,,,,,2.6220748425,,41.097106934,94.971733093,92.284545898,2.558942318,48.642780304,,2.7499568462
3508.1813965,12.0,,,,,2.626039505,,43.035907745,94.321594238,91.662437439,2.5229918957,44.8501091,,2.7229053974
3508.3339844,12.0,,,,,2.6323981285,,46.078601837,93.616073608,90.690002441,2.5180287361,47.046375275,,2.6638753414
3508.4863281,12.0,,,,,2.6411492825,,41.273838043,92.059387207,89.363227844,2.5270512104,43.825645447,,2.6250193119
3508.6386719,12.0,,,,,2.6480791569,,36.812999725,91.201263428,88.312561035,2.5590834618,46.652698517,,2.6371378899
3508.7910156,12.0,,,,,2.6534311771,,36.815551758,90.219680786,87.526374817,2.6110818386,45.939403534,,2.7232115269
3508.9436035,12.0,,,,,2.6589257717,,38.407398224,89.597183228,86.716972351,2.662150383,46.689544678,,2.8553135395
3509.0959473,12.0,,,,,2.6649119854,,38.838745117,88.564155579,85.851928711,2.7090849876,47.218952179,,2.9530785084
3509.248291,12.0,,,,,2.6679196358,,35.562149048,88.216705322,85.418617249,2.7620897293,47.808994293,,3.0020031929
3509.4006348,12.0,,,,,2.6697101593,,35.031551361,88.085090637,85.169136047,2.8180482388,46.875301361,,3.0039615631
3509.5529785,12.0,,,,,2.6696374416,,35.377502441,88.127830505,85.181968689,2.8480241299,47.278598785,,2.9799728394
3509.7055664,12.0,,,,,2.6655607224,,36.935394287,88.554649353,85.764343262,2.863019228,46.840747833,,2.9630095959
3509.8579102,12.0,,,,,2.6633205414,,35.31470108,88.932846069,86.089431763,2.8749535084,46.376003265,,2.9691619873
3510.0102539,12.0,,,,,2.6746397018,,36.373847961,87.088088989,84.488044739,2.8459775448,47.000804901,,3.0703172684
3510.1625977,12.0,,,,,2.6854228973,,35.65895462,85.750289917,82.97492981,2.8319871426,47.562400818,,3.2682113647
3510.3151855,12.0,,,,,2.6923120022,,37.499801636,84.994682312,82.031761169,2.8238430023,47.688499451,,3.3995521069
3510.4675293,12.0,,,,,2.6925432682,,37.436595917,84.734008789,82.0052948,2.7749311924,47.979053497,,3.2597403526
3510.619873,12.0,,,,,2.6783249378,,36.561645508,86.731636047,83.975532532,2.7318975925,43.845500946,,3.0978927612
3510.7722168,12.0,,,,,2.6670312881,,35.721656799,88.366943359,85.551628113,2.6677803993,44.632312775,,3.031015873
3510.9248047,12.0,,,,,2.6632006168,,37.374198914,88.822952271,86.093154907,2.5307183266,47.218894958,,3.0408303738
3511.0771484,12.0,,,,,2.6594557762,,37.121696472,89.273048401,86.640518188,2.4430096149,47.403392792,,2.9875304699
3511.2294922,12.0,,,,,2.6413793564,,35.059444427,92.418891907,89.346252441,2.449006319,46.410606384,,2.6944181919
3511.3818359,12.0,,,,,2.6309041977,,32.847557068,93.802017212,90.915000916,2.4530353546,48.146385193,,2.3318157196
3511.5344238,12.0,,,,,2.6332392693,,35.073295593,93.159729004,90.55645752,2.4751055241,45.466194153,,2.2174928188
3511.6867676,12.0,,,,,2.6416609287,,38.279445648,91.863349915,89.278450012,2.5080094337,45.108894348,,2.3715577126
3511.8391113,12.0,,,,,2.664236784,,37.3125,88.852737427,85.987243652,2.5140657425,48.395683289,,2.7195289135
3511.9914551,12.0,,,,,2.6761584282,,36.999397278,87.314910889,84.260108948,2.5551123619,45.496097565,,3.0492691994
3512.1437988,12.0,,,,,2.6764354706,,36.625400543,86.911148071,84.222442627,2.6250658035,44.600608826,,3.2170593739
3512.2963867,12.0,,,,,2.6763088703,,36.872699738,87.041145325,84.242301941,2.6658942699,46.968448639,,3.2538175583
3512.4487305,12.0,,,,,2.6764771938,,36.155197144,86.834083557,84.210273743,2.6328237057,47.055549622,,3.1967468262
3512.6010742,12.0,,,,,2.6707959175,,35.661457062,87.57119751,85.016517639,2.5228188038,45.714694977,,3.0385832787
3512.753418,12.0,,,,,2.6696395874,,39.063850403,88.107086182,85.183357239,2.4099695683,44.684295654,,2.7784342766
3512.9060059,12.0,,,,,2.6444642544,,39.592403412,91.666267395,88.922431946,2.3909552097,43.860221863,,2.4252736568
3513.0583496,12.0,,,,,2.6285030842,,39.093250275,94.097946167,91.298606873,2.3769712448,47.436698914,,2.1988716125
3513.2106934,12.0,,,,,2.6263854504,,38.624397278,94.445594788,91.61743927,2.3589663506,47.250202179,,2.1192162037
3513.3630371,12.0,,,,,2.6196396351,,38.252052307,95.415184021,92.678520203,2.3379440308,47.623001099,,2.2543780804
3513.515625,12.0,,,,,2.6456394196,,39.523799896,91.531135559,88.755271912,2.3027982712,47.325222015,,2.4909822941
3513.6679688,12.0,,,,,2.6606974602,,37.281799316,89.228988647,86.473899841,2.2398750782,50.028549194,,2.7974004745
3513.8203125,12.0,,,,,2.6653220654,,37.783252716,88.618644714,85.799926758,2.1619503498,43.106018066,,3.0468990803
3513.9726563,12.0,,,,,2.6632478237,,39.188049316,88.900039673,86.092399597,2.130964756,47.156101227,,2.9831297398
3514.125,12.0,,,,,2.6356520653,,39.218200684,92.882980347,90.252243042,2.1089069843,47.499603271,,2.4402499199
3514.2775879,12.0,,,,,2.6241469383,,38.726100922,94.958648682,91.967536926,2.0509362221,47.686244965,,1.9726096392
3514.4299316,12.0,,,,,2.6190896034,,40.942504883,95.599914551,92.762191772,2.0310192108,47.538249969,,1.8509454727
3514.5822754,12.0,,,,,2.5967020988,,43.752304077,98.968711853,96.43347168,2.0429646969,49.244094849,,1.8170801401
3514.7346191,12.0,,,,,2.6079750061,,45.184043884,97.416145325,94.586593628,2.0210576057,47.719200134,,1.8672227859
3514.887207,12.0,,,,,2.6192250252,,42.701400757,95.557601929,92.745742798,2.057374239,48.076171875,,2.006998539
3515.0395508,12.0,,,,,2.6111900806,,37.216796875,97.079109192,94.020446777,2.1740896702,44.611000061,,2.3183863163
3515.1918945,12.0,,,,,2.6265773773,,35.838745117,94.233177185,91.626037598,2.230120182,48.34079361,,2.558958292
3515.3442383,12.0,,,,,2.6416354179,,32.569507599,92.189529419,89.287643433,2.3052003384,47.65379715,,2.532943964
3515.4968262,12.0,,,,,2.6417965889,,36.625,92.250679016,89.25415802,2.4302048683,47.280902863,,2.4981822968
3515.6491699,12.0,,,,,2.6507327557,,36.629405975,90.696151733,87.924575806,2.4940495491,47.467250824,,2.5551025867
3515.8015137,12.0,,,,,2.6587669849,,39.37670517,89.652526855,86.747001648,2.5250689983,47.313201904,,2.6189968586
3515.9538574,12.0,,,,,2.6594519615,,40.437149048,89.599380493,86.645729065,2.5680482388,47.686496735,,2.616984129
3516.1062012,12.0,,,,,2.6569645405,,39.907253265,89.594711304,87.002700806,2.5980064869,47.518981934,,2.6071202755
3516.2587891,12.0,,,,,2.6644878387,,40.68529892,88.880813599,85.922683716,2.6020159721,44.109073639,,2.6824479103
3516.4111328,12.0,,,,,2.6724524498,,39.844802856,87.456687927,84.788619995,2.6070001125,47.435199738,,2.8222484589
3516.5634766,12.0,,,,,2.6777229309,,40.3452034,86.64944458,84.036361694,2.6070320606,47.061496735,,2.9771683216
3516.7158203,12.0,,,,,2.6803417206,,41.09400177,86.594032288,83.669448853,2.6270160675,46.906002045,,3.0820319653
3516.8684082,12.0,,,,,2.6757791042,,41.101600647,87.247695923,84.311439514,2.6369552612,47.205978394,,3.1018912792
3517.020752,12.0,,,,,2.6739137173,,43.469554901,87.280792236,84.570800781,2.622969389,44.736598969,,3.067907095
3517.1730957,12.0,,,,,2.6739542484,,43.814750671,87.312149048,84.569496155,2.6039552689,48.576972961,,3.0098428726
3517.3254395,13.0,,,,,2.6720728874,,44.906200409,87.627952576,84.833618164,2.5759246349,43.602313995,,2.911894083
3517.4780273,13.0,,,,,2.6677923203,,45.025901794,88.235725403,85.443099976,2.5288689137,46.502605438,,2.8458878994
3517.6303711,13.0,,,,,2.6648461819,,43.433441162,88.423858643,85.864509583,2.487950325,47.248703003,,2.810990572
3517.7827148,13.0,,,,,2.6632204056,,40.593399048,88.877998352,86.10118103,2.4569711685,47.186397552,,2.8049871922
3517.9350586,13.0,,,,,2.6610500813,,40.215446472,89.489700317,86.408973694,2.4389727116,47.005310059,,2.7970094681
3518.0874023,13.0,,,,,2.6593437195,,38.004207611,89.410636902,86.658164978,2.4219999313,48.961090088,,2.8029615879
3518.2399902,13.0,,,,,2.6596179008,,40.620101929,89.270782471,86.622612,2.4219999313,46.803134918,,2.7788689137
3518.392334,13.0,,,,,2.6591057777,,39.099258423,89.433547974,86.688110352,2.4219999313,44.972496033,,2.737950325
3518.5446777,13.0,,,,,2.659516573,,42.371543884,89.599380493,86.624687195,2.4220223427,45.915416718,,2.706974268
3518.6970215,13.0,,,,,2.6633999348,,40.216796875,88.599098206,86.070091248,2.4360530376,49.143482208,,2.6909823418
3518.8496094,13.0,,,,,2.6642682552,,38.838100433,88.736045837,85.948196411,2.469192028,45.562446594,,2.6799616814
3519.0019531,12.0,,,,,2.6631958485,,36.999099731,89.087966919,86.104957581,2.5291171074,45.662353516,,2.6680335999
3519.1542969,12.0,,,,,2.6678357124,,36.437950134,88.119926453,85.442832947,2.6021184921,47.185596466,,2.6892418861
3519.3066406,12.0,,,,,2.6759293079,,36.406299591,86.891174316,84.290252686,2.6761124134,46.749000549,,2.8404037952
3519.4592285,12.0,,,,,2.684620142,,36.59980011,85.877700806,83.082023621,2.7462303638,46.732772827,,3.0925726891
3519.6115723,12.0,,,,,2.6924705505,,38.406848907,84.920600891,82.007064819,2.8181202412,43.39245224,,3.2711696625
3519.763916,12.0,,,,,2.6999840736,,38.93844986,83.883865356,80.998542786,2.8931121826,47.223705292,,3.3770849705
3519.9162598,12.0,,,,,2.6982312202,,39.21780014,84.09059906,81.230514526,2.9630994797,48.989185333,,3.4300177097
3520.0686035,12.0,,,,,2.6969687939,,38.466846466,84.22429657,81.397583008,3.0250418186,45.933692932,,3.4409341812
3520.2211914,12.0,,,,,2.6979813576,,37.120201111,83.669845581,81.267311096,3.0509362221,44.902748108,,3.3999009132
3520.3735352,12.0,,,,,2.6947526932,,35.625350952,84.534286499,81.697273254,3.0309727192,44.450199127,,3.3689310551
3520.5258789,12.0,,,,,2.6920042038,,35.844554901,84.734054565,82.07510376,3.0139279366,47.185497284,,3.3260416985
3520.6782227,12.0,,,,,2.690420866,,36.191753387,84.887260437,82.292358398,2.9689247608,46.71969986,,3.3519999981
3520.8308105,12.0,,,,,2.6890184879,,38.532897949,85.496551514,82.480964661,2.9218559265,47.245098114,,3.352035284
3520.9831543,12.0,,,,,2.6856923103,,39.12670517,85.659896851,82.936836243,2.8769536018,46.445999146,,3.3629727364
3521.135498,12.0,,,,,2.6841063499,,40.184093475,85.950965881,83.157524109,2.8480176926,48.305789948,,3.3460271358
3521.2878418,12.0,,,,,2.6802771091,,37.74754715,86.484191895,83.683731079,2.8588974476,46.375102997,,3.3629164696
3521.4404297,12.0,,,,,2.6782729626,,36.212902069,86.616996765,83.962348938,2.7946257591,46.722206116,,3.3108625412
3521.5927734,12.0,,,,,2.6763777733,,34.319210052,86.986686707,84.230003357,2.6778173447,47.599746704,,3.2679452896
3521.7451172,12.0,,,,,2.6738176346,,38.188049316,87.280067444,84.587165833,2.5638027191,48.984977722,,3.2338125706
3521.8974609,12.0,,,,,2.6708874702,,38.223758698,87.997406006,85.000549316,2.4407274723,44.625301361,,3.1167998314
3522.0498047,12.0,,,,,2.6671938896,,41.187900543,88.344482422,85.530410767,2.2709293365,45.040317535,,2.9915931225
3522.2023926,13.0,,,,,2.6561038494,,41.131500244,89.904853821,87.141769409,2.227243185,48.246002197,,2.7367198467
3522.3547363,13.0,,,,,2.6324319839,,43.156299591,93.376358032,90.719085693,2.3030176163,47.626102448,,2.3375432491
3522.5070801,13.0,,,,,2.6229083538,,43.340396881,95.129737854,92.156852722,2.3140511513,48.271686554,,2.0531249046
3522.6594238,13.0,,,,,2.6242125034,,41.090545654,94.712654114,91.9453125,2.3460624218,45.683994293,,2.1314935684
3522.8120117,13.0,,,,,2.6289167404,,38.934696198,93.95854187,91.231025696,2.3848814964,44.755912781,,2.4404079914
3522.9643555,13.0,,,,,2.6665005684,,37.901691437,88.628463745,85.778907776,2.3481154442,46.199001312,,2.8794038296
3523.1166992,13.0,,,,,2.6883230209,,35.219955444,85.620063782,82.605133057,2.4203350544,48.676582336,,3.1310224533
3523.269043,12.0,,,,,2.6928334236,,35.809692383,84.732849121,81.960044861,2.6292436123,45.431091309,,3.1449582577
3523.4216309,12.0,,,,,2.6879475117,,33.758098602,85.312385559,82.629562378,2.7813327312,43.611778259,,3.1190447807
3523.5739746,12.0,,,,,2.6834647655,,36.280597687,85.998298645,83.244766235,2.885134697,47.499000549,,3.1330304146
3523.7263184,12.0,,,,,2.6794381142,,36.033054352,86.692070007,83.805496216,2.9690208435,47.496898651,,3.1520688534
3523.8786621,12.0,,,,,2.6811978817,,37.308040619,86.409912109,83.555419922,2.9819631577,46.841896057,,3.1951570511
3524.0310059,12.0,,,,,2.6835417747,,34.219051361,86.063674927,83.228881836,2.9590368271,46.498298645,,3.2930288315
3524.1835938,12.0,,,,,2.6856222153,,34.251651764,85.737335205,82.942115784,2.9820818901,46.278953552,,3.3109807968
3524.3359375,12.0,,,,,2.6857914925,,35.282852173,85.581466675,82.921035767,3.0330848694,46.066505432,,3.2990305424
3524.4882813,12.0,,,,,2.6857771873,,36.438350677,85.63658905,82.921508789,3.0860304832,47.467197418,,3.3182389736
3524.640625,12.0,,,,,2.6916582584,,36.650989532,85.027282715,82.124740601,3.1049919128,47.218997955,,3.467479229
3524.7932129,12.0,,,,,2.6994249821,,33.529899597,83.706184387,81.081413269,3.0999550819,47.529396057,,3.7667360306
3524.9455566,12.0,,,,,2.7017397881,,33.188499451,83.764320374,80.76360321,3.0859181881,47.412353516,,3.9958877563
3525.0979004,12.0,,,,,2.6987395287,,33.506408691,84.145530701,81.168327332,3.0349040031,48.927986145,,3.9256427288
3525.2502441,12.0,,,,,2.691016674,,37.504756927,84.883056641,82.20967865,2.9748797417,46.121295929,,3.7026875019
3525.402832,12.0,,,,,2.680580616,,40.467002869,86.528610229,83.650245667,2.8997440338,45.275791168,,3.5073440075
3525.5551758,12.0,,,,,2.6716115475,,39.841747284,87.802986145,84.901443481,2.8198750019,44.404251099,,3.3026683331
3525.7075195,12.0,,,,,2.6646101475,,38.437046051,88.346809387,85.902008057,2.7419247627,44.254707336,,3.0958061218
3525.8598633,13.0,,,,,2.6602478027,,37.84885788,89.246711731,86.522743225,2.6949279308,46.032802582,,2.9750063419
3526.0124512,13.0,,,,,2.6589365005,,40.884700775,89.488296509,86.713897705,2.6498272419,46.905902863,,2.9791920185
3526.1647949,13.0,,,,,2.6594178677,,43.908302307,89.488296509,86.643676758,2.5959742069,47.094799042,,3.0390224457
3526.3171387,13.0,,,,,2.6601397991,,45.339645386,89.414573669,86.537750244,2.5800158978,47.466995239,,3.05300951
3526.4694824,13.0,,,,,2.6621499062,,42.622394562,89.097465515,86.24559021,2.5900030136,47.156101227,,3.0590143204
3526.6218262,13.0,,,,,2.6637020111,,40.998348236,88.750778198,86.020858765,2.5920658112,47.49779892,,3.0679104328
3526.7744141,13.0,,,,,2.6648497581,,39.973300934,88.638420105,85.859382629,2.6331853867,47.121448517,,3.0118367672
3526.9267578,13.0,,,,,2.6657941341,,41.310943604,88.553344727,85.726249695,2.6911170483,46.596294403,,2.9610192776
3527.0791016,13.0,,,,,2.6681582928,,40.028244019,88.271583557,85.38999939,2.7640800476,47.273990631,,2.9732244015
3527.2314453,13.0,,,,,2.6724228859,,38.309093475,87.531791687,84.789482117,2.8139855862,45.410606384,,3.1133413315
3527.3840332,13.0,,,,,2.6787526608,,35.87210083,86.780342102,83.895324707,2.8049039841,47.157707214,,3.3270943165
3527.536377,13.0,,,,,2.6846256256,,34.973308563,85.877700806,83.080337524,2.7748847008,47.720546722,,3.6682338715
3527.6887207,13.0,,,,,2.6879823208,,37.660354614,85.396606445,82.615653992,2.7026779652,48.234077454,,3.813890934
3527.8410645,13.0,,,,,2.6872124672,,40.379806519,85.397201538,82.725463867,2.5017340183,43.605419159,,3.745849371
3527.9936523,13.0,,,,,2.6797709465,,43.376800537,86.606369019,83.767532349,2.3357567787,47.46408844,,3.6498496532
3528.1459961,13.0,,,,,2.6637961864,,43.93579483,88.653053284,86.041946411,2.2598428726,46.659954071,,2.9789807796
3528.2983398,13.0,,,,,2.6443531513,,42.560745239,91.44140625,88.902107239,2.1619694233,47.687999725,,2.343546629
3528.4506836,13.0,,,,,2.6327855587,,41.154247284,93.411369324,90.643112183,2.1430623531,47.997699738,,2.0609455109
3528.6030273,13.0,,,,,2.6209104061,,40.069210052,95.389518738,92.497116089,2.1819934845,47.59129715,,2.0271346569
3528.7556152,13.0,,,,,2.6200082302,,43.934497833,95.441291809,92.63130188,2.1779680252,47.058544159,,2.1116080284
3528.907959,13.0,,,,,2.6347899437,,42.83889389,93.036224365,90.342597961,2.1681602001,46.34254837,,2.3016667366
3529.0603027,13.0,,,,,2.6490206718,,39.648334503,90.996307373,88.192222595,2.2682001591,46.251903534,,2.7176730633
3529.2126465,13.0,,,,,2.6674165726,,34.873897552,88.634315491,85.534492493,2.3932082653,47.160308838,,3.1373815536
3529.3652344,13.0,,,,,2.6820416451,,34.194198608,86.282714844,83.450286865,2.5237329006,48.794120789,,3.3749263287
3529.5175781,13.0,,,,,2.6842274666,,36.129909515,85.78956604,83.137443542,2.7522597313,45.091945648,,3.3519551754
3529.6699219,13.0,,,,,2.6828432083,,39.191204071,86.060569763,83.327888489,2.9140625,44.882915497,,3.3240623474
3529.8222656,13.0,,,,,2.6822686195,,41.191352844,86.060646057,83.410995483,2.9530689716,47.653396606,,3.3630657196
3529.9748535,13.0,,,,,2.681581974,,43.274700165,86.377754211,83.505355835,2.9960513115,47.153499603,,3.4040000439
3530.1271973,13.0,,,,,2.6827902794,,41.31495285,86.322891235,83.332954407,3.0119616985,46.843448639,,3.4041202068
3530.279541,13.0,,,,,2.6848196983,,42.528594971,85.616592407,83.058578491,2.987985611,46.937801361,,3.4791362286
3530.4318848,13.0,,,,,2.687766552,,41.027141571,85.605056763,82.651687622,2.9790017605,47.185897827,,3.5641169548
3530.5842285,13.0,,,,,2.6898105145,,38.620193481,85.027282715,82.365882874,2.9800224304,46.835487366,,3.6370241642
3530.7368164,13.0,,,,,2.6897366047,,35.63640213,85.36693573,82.37979126,2.9941120148,44.511768341,,3.6518495083
3530.8891602,13.0,,,,,2.6889059544,,39.192207336,85.180374146,82.495391846,3.0290160179,47.138648987,,3.6049199104
3531.0415039,13.0,,,,,2.6880834103,,41.815303802,85.157905579,82.60949707,3.0390224457,43.758617401,,3.5550129414
3531.1938477,13.0,,,,,2.6889021397,,43.24634552,85.287078857,82.494789124,3.0530064106,46.752407074,,3.5631024837
3531.3464355,13.0,,,,,2.6912083626,,40.966400146,84.922470093,82.176254272,3.0569679737,47.80809021,,3.627137661
3531.4987793,13.0,,,,,2.6934223175,,40.15234375,84.831604004,81.875091553,3.0469741821,46.998550415,,3.6701154709
3531.651123,13.0,,,,,2.6943626404,,37.876651764,84.734008789,81.757034302,3.0309839249,46.904098511,,3.7421073914
3531.8034668,13.0,,,,,2.6924958229,,38.909454346,84.518341064,82.011299133,3.0209629536,46.626403809,,3.8090000153
3531.9560547,13.0,,,,,2.6901233196,,41.0727005,85.123931885,82.330978394,2.9978878498,47.36648941,,3.8088111877
3532.1083984,13.0,,,,,2.6881322861,,44.090194702,85.476005554,82.606582642,2.9629216194,45.810497284,,3.7498428822
3532.2607422,13.0,,,,,2.6836125851,,41.716495514,86.104499817,83.229438782,2.913944006,45.501804352,,3.651727438
3532.4130859,13.0,,,,,2.6786999702,,40.155197144,86.723594666,83.908363342,2.8789615631,46.361679077,,3.481662035
3532.5654297,13.0,,,,,2.6755957603,,39.658252716,87.148834229,84.342880249,2.8549823761,42.546627045,,3.2708315849
3532.7180176,13.0,,,,,2.6722192764,,41.068199158,87.757575989,84.813949585,2.8439233303,47.714244843,,3.1660702229
3532.8703613,13.0,,,,,2.669857502,,42.691303253,87.835800171,85.150260925,2.8199822903,46.935497284,,3.1881394386
3533.0227051,13.0,,,,,2.6710186005,,44.749149323,87.737632751,84.985572815,2.8089871407,46.624099731,,3.2751283646
3533.1750488,13.0,,,,,2.6738893986,,44.214744568,87.237564087,84.580841064,2.800993681,46.656002045,,3.3550658226
3533.3276367,13.0,,,,,2.675681591,,41.556999207,87.172073364,84.32749939,2.7970318794,46.971302032,,3.3959584236
3533.4799805,13.0,,,,,2.6763856411,,39.690402985,86.856735229,84.229545593,2.8070206642,47.659049988,,3.3829615116
3533.6323242,13.0,,,,,2.6775791645,,41.190605164,87.017883301,84.057884216,2.8200030327,48.497097015,,3.3589823246
3533.784668,13.0,,,,,2.67882514,,42.81470108,86.726676941,83.882537842,2.8219630718,47.898891449,,3.3480064869
3533.9372559,13.0,,,,,2.67964077,,43.877098083,86.169372559,83.770042419,2.7989103794,45.99269104,,3.3519361019
3534.0895996,13.0,,,,,2.6799545288,,44.533252716,86.377754211,83.726951599,2.7709534168,44.697647095,,3.3320431709
3534.2419434,13.0,,,,,2.6791517735,,45.939250946,86.954292297,83.836921692,2.7419376373,46.909507751,,3.359038353
3534.3942871,13.0,,,,,2.6785917282,,46.71414566,86.64944458,83.921195984,2.7028846741,48.305591583,,3.3828892708
3534.5466309,13.0,,,,,2.6772665977,,43.68359375,86.96295166,84.09980011,2.6308910847,46.311599731,,3.3138539791
3534.6992188,13.0,,,,,2.6758184433,,40.937896729,87.095596313,84.301048279,2.5627727509,46.194347382,,3.2226417065
3534.8515625,13.0,,,,,2.6758856773,,40.916213989,86.911056519,84.298721313,2.4918782711,47.721603394,,3.1108717918
3535.0039063,13.0,,,,,2.6761541367,,47.293670654,87.148834229,84.257026672,2.4159469604,48.833080292,,3.0309214592
3535.15625,13.0,,,,,2.6748125553,,55.193756104,87.496574402,84.447364807,2.3830881119,45.758617401,,2.9814743996
3535.3088379,13.0,,,,,2.6694564819,,58.766899109,88.203636169,85.208854675,2.438131094,48.75050354,,2.6531937122
3535.4611816,13.0,,,,,2.6656093597,,54.36423111,88.423805237,85.758140564,2.4790835381,49.038299561,,2.4019856453
3535.6135254,13.0,,,,,2.6682918072,,47.646484375,88.140022278,85.377235413,2.5311040878,44.131511688,,2.3936281204
3535.7658691,13.0,,,,,2.6740021706,,41.713794708,87.422981262,84.568954468,2.5960993767,46.473205566,,2.7858142853
3535.918457,12.0,,,,,2.6837422848,,38.469600677,85.833679199,83.22353363,2.6583070755,48.078872681,,3.2939183712
3536.0708008,12.0,,,,,2.6914525032,,38.654296875,84.866142273,82.153900146,2.7542915344,45.145248413,,3.580091238
3536.2231445,12.0,,,,,2.6919975281,,37.594852448,84.702796936,82.077682495,2.9362037182,43.137722015,,3.6370995045
3536.3754883,12.0,,,,,2.6914687157,,38.122844696,84.992713928,82.149055481,3.0631248951,47.40379715,,3.6990656853
3536.527832,12.0,,,,,2.6917083263,,36.783100128,84.788986206,82.111824036,3.1410720348,47.022388458,,3.7400224209
